,0,n,e,r,s
gte,0.8137254901960784,0.17647058823529413,0.0,0.0,0.00980392156862745
gpu,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855
mel,0.09302325581395349,0.8744186046511628,0.027906976744186046,0.0,0.004651162790697674
ütz,0.011764705882352941,0.6,0.38823529411764707,0.0,0.0
pps,1.0,0.0,0.0,0.0,0.0
can,0.0,0.06896551724137931,0.0,0.0,0.9310344827586207
zel,0.06967213114754098,0.930327868852459,0.0,0.0,0.0
hon,0.06,0.17,0.05,0.0,0.72
pro,0.9459459459459459,0.0,0.0,0.0,0.05405405405405406
set,0.012761020881670533,0.0,0.0,0.0,0.9872389791183295
con,0.04316546762589928,0.12949640287769784,0.007194244604316547,0.0,0.8201438848920863
yer,0.23140495867768596,0.6528925619834711,0.0,0.0,0.11570247933884298
oße,0.21875,0.78125,0.0,0.0,0.0
bmi,1.0,0.0,0.0,0.0,0.0
ini,0.04054054054054054,0.9527027027027027,0.0,0.0,0.006756756756756757
nel,0.23577235772357724,0.13821138211382114,0.056910569105691054,0.0,0.5691056910569106
ght,0.052054794520547946,0.0,0.005479452054794521,0.0,0.9424657534246575
arz,0.25,0.5357142857142857,0.21428571428571427,0.0,0.0
umm,0.0,0.325,0.6,0.075,0.0
adi,0.09090909090909091,0.24242424242424243,0.0,0.0,0.6666666666666666
öck,0.0,0.427536231884058,0.572463768115942,0.0,0.0
ory,0.4027777777777778,0.0,0.0,0.0,0.5972222222222222
zid,0.07017543859649122,0.19298245614035087,0.7368421052631579,0.0,0.0
sdk,0.4117647058823529,0.0,0.0,0.0,0.5882352941176471
uit,0.05309734513274336,0.6106194690265486,0.26991150442477874,0.008849557522123894,0.05752212389380531
tey,1.0,0.0,0.0,0.0,0.0
oor,0.8648648648648649,0.02702702702702703,0.02702702702702703,0.0,0.08108108108108109
tvs,1.0,0.0,0.0,0.0,0.0
ari,0.0967741935483871,0.8225806451612904,0.0,0.0,0.08064516129032258
lig,0.0,0.84375,0.1484375,0.0,0.0078125
rdn,0.0,0.03827751196172249,0.0,0.9617224880382775,0.0
iti,0.0,0.0,0.029411764705882353,0.0,0.9705882352941176
nir,0.02702702702702703,0.0,0.0,0.0,0.972972972972973
lum,0.03614457831325301,0.8433734939759037,0.0,0.0,0.12048192771084337
ens,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0
sti,0.9,0.05,0.0,0.0,0.05
rif,0.0,0.26229508196721313,0.7377049180327869,0.0,0.0
län,0.0,0.96875,0.03125,0.0,0.0
gut,0.0036363636363636364,0.2727272727272727,0.06545454545454546,0.6545454545454545,0.0036363636363636364
rio,0.0,0.8133333333333334,0.0,0.0,0.18666666666666668
heu,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5
mpe,0.0024691358024691358,0.9975308641975309,0.0,0.0,0.0
uth,0.0,1.0,0.0,0.0,0.0
ike,0.013223140495867768,0.9504132231404959,0.0,0.0,0.03636363636363636
kut,0.0,1.0,0.0,0.0,0.0
pdf,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333
cks,1.0,0.0,0.0,0.0,0.0
wds,1.0,0.0,0.0,0.0,0.0
ani,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0
ask,0.015384615384615385,0.9692307692307692,0.015384615384615385,0.0,0.0
sin,0.07407407407407407,0.5925925925925926,0.24074074074074073,0.0,0.09259259259259259
ßen,0.9755102040816327,0.012244897959183673,0.012244897959183673,0.0,0.0
kal,0.012658227848101266,0.4936708860759494,0.4810126582278481,0.012658227848101266,0.0
abm,1.0,0.0,0.0,0.0,0.0
bos,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,0.0
bat,0.7647058823529411,0.058823529411764705,0.1568627450980392,0.0,0.0196078431372549
pag,0.0,0.44642857142857145,0.017857142857142856,0.0,0.5357142857142857
pcs,1.0,0.0,0.0,0.0,0.0
lim,0.047619047619047616,0.23809523809523808,0.7142857142857143,0.0,0.0
new,0.0,0.0,0.0,0.0,1.0
cle,0.45454545454545453,0.09090909090909091,0.0,0.0,0.45454545454545453
ika,0.97,0.02,0.0,0.0,0.01
org,0.07142857142857142,0.7857142857142857,0.07142857142857142,0.05357142857142857,0.017857142857142856
ykl,0.0,1.0,0.0,0.0,0.0
üle,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0
wen,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0
ie-,1.0,0.0,0.0,0.0,0.0
huß,0.0,0.20754716981132076,0.7830188679245284,0.0,0.009433962264150943
päß,0.0,0.15,0.85,0.0,0.0
own,0.45454545454545453,0.09090909090909091,0.0,0.0,0.45454545454545453
bün,0.0,1.0,0.0,0.0,0.0
ano,0.0,0.5,0.0,0.0,0.5
gat,0.0,0.04838709677419355,0.7741935483870968,0.0,0.1774193548387097
ain,0.41878172588832485,0.025380710659898477,0.015228426395939087,0.005076142131979695,0.5355329949238579
rol,0.76,0.12,0.0,0.0,0.12
eke,0.019801980198019802,0.9801980198019802,0.0,0.0,0.0
üft,0.025210084033613446,0.4957983193277311,0.4789915966386555,0.0,0.0
oir,0.024691358024691357,0.0,0.07407407407407407,0.0,0.9012345679012346
hek,0.0,1.0,0.0,0.0,0.0
lch,0.09090909090909091,0.8545454545454545,0.03636363636363636,0.01818181818181818,0.0
lut,0.07894736842105263,0.8157894736842105,0.10526315789473684,0.0,0.0
xen,0.98,0.0,0.01,0.0,0.01
ays,1.0,0.0,0.0,0.0,0.0
tab,0.012244897959183673,0.00816326530612245,0.9551020408163265,0.0,0.024489795918367346
use,0.24556962025316456,0.7468354430379747,0.002531645569620253,0.0,0.005063291139240506
a92,1.0,0.0,0.0,0.0,0.0
pes,0.475,0.525,0.0,0.0,0.0
old,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.7948717948717948,0.05128205128205128
bög,0.0,1.0,0.0,0.0,0.0
ros,0.8133333333333334,0.06666666666666667,0.09333333333333334,0.0,0.02666666666666667
unt,0.004149377593360996,0.024896265560165973,0.004149377593360996,0.004149377593360996,0.9626556016597511
ers,0.5714285714285714,0.03896103896103896,0.38961038961038963,0.0,0.0
ryz,0.0,1.0,0.0,0.0,0.0
sid,0.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0
ofe,0.0,1.0,0.0,0.0,0.0
eih,0.1724137931034483,0.8103448275862069,0.0,0.017241379310344827,0.0
üte,0.0975609756097561,0.9024390243902439,0.0,0.0,0.0
ock,0.019390581717451522,0.32409972299168976,0.407202216066482,0.0,0.24930747922437674
üne,0.25,0.75,0.0,0.0,0.0
hab,0.2903225806451613,0.6774193548387096,0.0,0.0,0.03225806451612903
irk,0.0,0.574468085106383,0.425531914893617,0.0,0.0
hor,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
aks,1.0,0.0,0.0,0.0,0.0
nam,0.0037735849056603774,0.8528301886792453,0.14339622641509434,0.0,0.0
bps,1.0,0.0,0.0,0.0,0.0
äud,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0
ähe,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0
onn,0.0,0.75,0.25,0.0,0.0
aug,0.0,0.7719298245614035,0.22807017543859648,0.0,0.0
ube,0.020710059171597635,0.9615384615384616,0.0,0.0,0.01775147928994083
rot,0.10344827586206896,0.20689655172413793,0.6896551724137931,0.0,0.0
ait,0.0,0.676923076923077,0.015384615384615385,0.0,0.3076923076923077
ull,0.1,0.8666666666666667,0.0,0.0,0.03333333333333333
öhl,0.0,0.3,0.7,0.0,0.0
biz,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
eib,0.017857142857142856,0.8392857142857143,0.10714285714285714,0.03571428571428571,0.0
ärk,0.0,0.1826086956521739,0.8173913043478261,0.0,0.0
qss,1.0,0.0,0.0,0.0,0.0
kör,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
pt-,1.0,0.0,0.0,0.0,0.0
aht,0.1875,0.25,0.5625,0.0,0.0
rei,0.034482758620689655,0.8827586206896552,0.06206896551724138,0.020689655172413793,0.0
oni,0.835820895522388,0.14925373134328357,0.0,0.0,0.014925373134328358
hie,0.0,0.921875,0.0,0.0,0.078125
igt,0.007042253521126761,0.852112676056338,0.13380281690140844,0.007042253521126761,0.0
äbe,0.2549019607843137,0.7450980392156863,0.0,0.0,0.0
lva,1.0,0.0,0.0,0.0,0.0
sik,0.0,1.0,0.0,0.0,0.0
sio,0.034482758620689655,0.9655172413793104,0.0,0.0,0.0
tgb,1.0,0.0,0.0,0.0,0.0
tup,0.9625,0.0,0.0,0.0,0.0375
x12,1.0,0.0,0.0,0.0,0.0
rud,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0
eal,0.038461538461538464,0.11538461538461539,0.28205128205128205,0.00641025641025641,0.5576923076923077
sag,0.0,0.8258575197889182,0.158311345646438,0.0,0.0158311345646438
way,0.013513513513513514,0.0,0.0,0.0,0.9864864864864865
rft,0.0,0.9,0.1,0.0,0.0
lak,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428
alk,0.20754716981132076,0.37735849056603776,0.0,0.0,0.41509433962264153
rik,0.0,0.9864559819413092,0.0,0.0,0.013544018058690745
ei,0.0,0.1267605633802817,0.0,0.8732394366197183,0.0
gar,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285
211,1.0,0.0,0.0,0.0,0.0
ldo,0.0,0.0,0.0,0.0,1.0
cso,1.0,0.0,0.0,0.0,0.0
low,0.02050113895216401,0.0,0.0,0.0,0.979498861047836
cal,0.06666666666666667,0.0,0.4888888888888889,0.0,0.4444444444444444
cco,1.0,0.0,0.0,0.0,0.0
ada,0.8461538461538461,0.07692307692307693,0.0,0.0,0.07692307692307693
een,0.6810810810810811,0.010810810810810811,0.005405405405405406,0.0,0.3027027027027027
mit,0.05084745762711865,0.1016949152542373,0.0,0.0,0.847457627118644
läg,0.0,1.0,0.0,0.0,0.0
fic,0.9811320754716981,0.0,0.0,0.0,0.018867924528301886
ürf,0.0,0.8928571428571429,0.10714285714285714,0.0,0.0
-on,0.08955223880597014,0.0,0.0,0.0,0.9104477611940298
oji,1.0,0.0,0.0,0.0,0.0
uhe,0.2619047619047619,0.7380952380952381,0.0,0.0,0.0
ves,1.0,0.0,0.0,0.0,0.0
115,1.0,0.0,0.0,0.0,0.0
axe,0.0,0.9473684210526315,0.0,0.0,0.05263157894736842
cod,0.0,0.0,0.011111111111111112,0.2,0.7888888888888889
rew,0.8166666666666667,0.0,0.0,0.0,0.18333333333333332
ids,1.0,0.0,0.0,0.0,0.0
adp,1.0,0.0,0.0,0.0,0.0
ian,0.0,0.13636363636363635,0.045454545454545456,0.0,0.8181818181818182
sat,0.07692307692307693,0.8461538461538461,0.038461538461538464,0.0,0.038461538461538464
nda,0.3333333333333333,0.4166666666666667,0.0,0.0,0.25
miß,0.0,0.03664921465968586,0.9633507853403142,0.0,0.0
-ep,1.0,0.0,0.0,0.0,0.0
pc,0.0,0.0,0.0,0.0,1.0
ohn,0.0,0.4251207729468599,0.5652173913043478,0.0,0.00966183574879227
-3d,1.0,0.0,0.0,0.0,0.0
arr,0.11363636363636363,0.8636363636363636,0.0,0.022727272727272728,0.0
uld,0.0,0.9823008849557522,0.0,0.008849557522123894,0.008849557522123894
ira,0.05555555555555555,0.7777777777777778,0.1111111111111111,0.0,0.05555555555555555
ero,0.03333333333333333,0.06666666666666667,0.0,0.0,0.9
28-,1.0,0.0,0.0,0.0,0.0
gde,0.15,0.85,0.0,0.0,0.0
öpf,0.0,0.27906976744186046,0.7209302325581395,0.0,0.0
tee,0.37037037037037035,0.35185185185185186,0.0,0.0,0.2777777777777778
kad,0.25,0.5,0.0,0.125,0.125
arg,0.0,0.9347826086956522,0.05434782608695652,0.010869565217391304,0.0
cd,0.0,0.0,0.0,0.0,1.0
iew,0.005390835579514825,0.0,0.0,0.0,0.9946091644204852
ams,1.0,0.0,0.0,0.0,0.0
öl,0.0,0.08759124087591241,0.9124087591240876,0.0,0.0
chi,0.125,0.775,0.0,0.0,0.1
rün,0.38095238095238093,0.47619047619047616,0.14285714285714285,0.0,0.0
nos,0.7037037037037037,0.2222222222222222,0.05555555555555555,0.0,0.018518518518518517
aws,1.0,0.0,0.0,0.0,0.0
ünd,0.0,0.21367521367521367,0.4700854700854701,0.3162393162393162,0.0
ocs,1.0,0.0,0.0,0.0,0.0
nym,0.0,0.25,0.75,0.0,0.0
bag,0.18518518518518517,0.0,0.0,0.0,0.8148148148148148
cen,1.0,0.0,0.0,0.0,0.0
eiß,0.6607142857142857,0.23214285714285715,0.08928571428571429,0.017857142857142856,0.0
uts,1.0,0.0,0.0,0.0,0.0
dia,0.75,0.03571428571428571,0.0,0.0,0.21428571428571427
ünz,0.0,1.0,0.0,0.0,0.0
vcd,0.0,0.0,0.0,0.0,1.0
vid,0.07936507936507936,0.015873015873015872,0.015873015873015872,0.8888888888888888,0.0
abl,0.0,0.8974358974358975,0.0,0.05128205128205128,0.05128205128205128
ble,0.2773109243697479,0.5630252100840336,0.0,0.0,0.15966386554621848
dip,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888
öfe,0.21153846153846154,0.7884615384615384,0.0,0.0,0.0
ref,0.0,0.0,0.0,0.0,1.0
rut,0.018867924528301886,0.9433962264150944,0.03773584905660377,0.0,0.0
ogi,0.0,0.9938650306748467,0.006134969325153374,0.0,0.0
pwa,0.0,0.0,0.0,0.0,1.0
bnb,1.0,0.0,0.0,0.0,0.0
phe,0.024539877300613498,0.9754601226993865,0.0,0.0,0.0
har,0.03333333333333333,0.5333333333333333,0.36666666666666664,0.0,0.06666666666666667
d24,1.0,0.0,0.0,0.0,0.0
kyo,1.0,0.0,0.0,0.0,0.0
äge,0.1836734693877551,0.8163265306122449,0.0,0.0,0.0
pül,0.0,1.0,0.0,0.0,0.0
kus,0.9397590361445783,0.04819277108433735,0.012048192771084338,0.0,0.0
när,0.0033112582781456954,0.24503311258278146,0.7483443708609272,0.0033112582781456954,0.0
tfs,1.0,0.0,0.0,0.0,0.0
vat,0.0,0.2857142857142857,0.7023809523809523,0.0,0.011904761904761904
aps,1.0,0.0,0.0,0.0,0.0
ars,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.0,0.0
pay,1.0,0.0,0.0,0.0,0.0
kül,0.0,0.53125,0.46875,0.0,0.0
bte,0.84,0.16,0.0,0.0,0.0
dte,0.4883720930232558,0.5058139534883721,0.0,0.005813953488372093,0.0
reß,0.0,0.0,0.9710144927536232,0.0,0.028985507246376812
ibl,0.0,1.0,0.0,0.0,0.0
its,1.0,0.0,0.0,0.0,0.0
bol,0.014388489208633094,0.05755395683453238,0.9280575539568345,0.0,0.0
afi,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
uls,0.009569377990430622,0.08133971291866028,0.9090909090909091,0.0,0.0
obs,1.0,0.0,0.0,0.0,0.0
raß,0.0,0.5,0.5,0.0,0.0
cor,0.0,0.0,0.0,0.0,1.0
olb,0.0,1.0,0.0,0.0,0.0
ove,0.12359550561797752,0.8539325842696629,0.0,0.02247191011235955,0.0
rüg,0.0,1.0,0.0,0.0,0.0
div,0.0,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.0
iva,1.0,0.0,0.0,0.0,0.0
mbs,1.0,0.0,0.0,0.0,0.0
män,0.0,1.0,0.0,0.0,0.0
isa,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0
laa,1.0,0.0,0.0,0.0,0.0
tüm,0.03333333333333333,0.2777777777777778,0.6888888888888889,0.0,0.0
rem,0.026239067055393587,0.0029154518950437317,0.9504373177842566,0.0,0.02040816326530612
see,0.01282051282051282,0.9615384615384616,0.0,0.0,0.02564102564102564
hik,0.0,1.0,0.0,0.0,0.0
äld,0.0,0.09259259259259259,0.7037037037037037,0.2037037037037037,0.0
las,0.06390977443609022,0.16541353383458646,0.42105263157894735,0.34962406015037595,0.0
key,0.8421052631578947,0.0,0.0,0.0,0.15789473684210525
rip,0.05172413793103448,0.0,0.0,0.0,0.9482758620689655
bie,0.03636363636363636,0.2545454545454545,0.0,0.0,0.7090909090909091
ndo,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546
dro,0.0,0.0,0.0,0.0,1.0
lls,1.0,0.0,0.0,0.0,0.0
mil,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0
kön,0.0,1.0,0.0,0.0,0.0
ias,0.782608695652174,0.0,0.21739130434782608,0.0,0.0
tps,1.0,0.0,0.0,0.0,0.0
aid,0.4,0.0,0.2,0.1,0.3
pin,0.11594202898550725,0.043478260869565216,0.043478260869565216,0.0,0.7971014492753623
sce,0.0,0.0,0.0,0.0,1.0
lme,0.3020833333333333,0.6875,0.010416666666666666,0.0,0.0
rnt,0.0,0.5909090909090909,0.4090909090909091,0.0,0.0
dar,0.46153846153846156,0.0,0.38461538461538464,0.0,0.15384615384615385
-in,0.1643835616438356,0.0,0.0,0.0,0.8356164383561644
0lt,1.0,0.0,0.0,0.0,0.0
ilo,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7777777777777778
lli,0.6,0.13333333333333333,0.0,0.0,0.26666666666666666
arn,0.32608695652173914,0.21739130434782608,0.43478260869565216,0.0,0.021739130434782608
vpn,0.01282051282051282,0.0,0.0,0.0,0.9871794871794872
gor,0.0,1.0,0.0,0.0,0.0
ips,0.9848484848484849,0.015151515151515152,0.0,0.0,0.0
dik,1.0,0.0,0.0,0.0,0.0
rps,1.0,0.0,0.0,0.0,0.0
xus,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0
önt,0.0,0.5,0.5,0.0,0.0
mex,1.0,0.0,0.0,0.0,0.0
ons,1.0,0.0,0.0,0.0,0.0
hem,0.012295081967213115,0.4672131147540984,0.5204918032786885,0.0,0.0
pet,0.0625,0.34375,0.14583333333333334,0.0,0.4479166666666667
iat,0.0,0.5263157894736842,0.15789473684210525,0.0,0.3157894736842105
sgb,1.0,0.0,0.0,0.0,0.0
ags,1.0,0.0,0.0,0.0,0.0
oki,0.8,0.0,0.0,0.0,0.2
r10,1.0,0.0,0.0,0.0,0.0
eif,0.0091324200913242,0.5981735159817352,0.3926940639269406,0.0,0.0
n10,1.0,0.0,0.0,0.0,0.0
sde,1.0,0.0,0.0,0.0,0.0
ogo,0.02459016393442623,0.0,0.0,0.0,0.9754098360655737
ubs,1.0,0.0,0.0,0.0,0.0
bis,0.9240506329113924,0.02531645569620253,0.05063291139240506,0.0,0.0
mis,0.42592592592592593,0.16666666666666666,0.4074074074074074,0.0,0.0
120,1.0,0.0,0.0,0.0,0.0
niß,0.0,0.045283018867924525,0.9547169811320755,0.0,0.0
neu,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.1111111111111111,0.037037037037037035
es1,1.0,0.0,0.0,0.0,0.0
uxe,1.0,0.0,0.0,0.0,0.0
ärt,0.0,0.9054054054054054,0.013513513513513514,0.013513513513513514,0.06756756756756757
nti,0.16279069767441862,0.7906976744186046,0.0,0.0,0.046511627906976744
urz,0.0,0.7,0.3,0.0,0.0
lay,0.2099236641221374,0.0,0.0,0.0,0.7900763358778626
wür,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0
ets,0.9753086419753086,0.0,0.0,0.0,0.024691358024691357
1er,1.0,0.0,0.0,0.0,0.0
ley,0.4,0.0,0.0,0.0,0.6
17p,1.0,0.0,0.0,0.0,0.0
fik,0.00702576112412178,0.9929742388758782,0.0,0.0,0.0
hmi,1.0,0.0,0.0,0.0,0.0
ddy,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
dio,0.2986425339366516,0.004524886877828055,0.0,0.0,0.6968325791855203
imk,0.0,1.0,0.0,0.0,0.0
pub,0.05263157894736842,0.0,0.0,0.0,0.9473684210526315
hom,0.0,0.0,1.0,0.0,0.0
gun,0.7857142857142857,0.14285714285714285,0.0,0.0,0.07142857142857142
ilf,0.0,0.8857142857142857,0.0,0.0,0.11428571428571428
lös,0.0,0.14444444444444443,0.8555555555555555,0.0,0.0
oso,0.5,0.5,0.0,0.0,0.0
öne,0.8368794326241135,0.16312056737588654,0.0,0.0,0.0
sme,0.0,1.0,0.0,0.0,0.0
da,0.0,0.0,0.0,0.0,1.0
ala,0.7272727272727273,0.0,0.0,0.0,0.2727272727272727
bog,0.0,1.0,0.0,0.0,0.0
amt,0.08333333333333333,0.5277777777777778,0.1388888888888889,0.25,0.0
isp,0.0,0.0,0.0,0.0,1.0
uis,0.24,0.08,0.64,0.04,0.0
aff,0.0,0.29333333333333333,0.7066666666666667,0.0,0.0
ses,1.0,0.0,0.0,0.0,0.0
ham,1.0,0.0,0.0,0.0,0.0
säg,0.0,1.0,0.0,0.0,0.0
hum,0.0,1.0,0.0,0.0,0.0
paz,0.0,1.0,0.0,0.0,0.0
gab,0.008928571428571428,0.9642857142857143,0.026785714285714284,0.0,0.0
twh,1.0,0.0,0.0,0.0,0.0
lko,0.0,0.5,0.0,0.0,0.5
yte,0.7338709677419355,0.056451612903225805,0.0,0.0,0.20967741935483872
lau,0.10526315789473684,0.5789473684210527,0.3157894736842105,0.0,0.0
üre,0.07407407407407407,0.9259259259259259,0.0,0.0,0.0
ähr,0.03571428571428571,0.25,0.7142857142857143,0.0,0.0
wei,0.6382978723404256,0.3617021276595745,0.0,0.0,0.0
yon,0.375,0.25,0.0,0.0,0.375
rch,0.25757575757575757,0.3333333333333333,0.36363636363636365,0.045454545454545456,0.0
tsd,0.9523809523809523,0.047619047619047616,0.0,0.0,0.0
agr,1.0,0.0,0.0,0.0,0.0
web,0.125,0.027777777777777776,0.8472222222222222,0.0,0.0
irn,0.0,0.5526315789473685,0.4473684210526316,0.0,0.0
wle,0.0,1.0,0.0,0.0,0.0
tue,0.021739130434782608,0.9782608695652174,0.0,0.0,0.0
oyd,0.0,1.0,0.0,0.0,0.0
abs,1.0,0.0,0.0,0.0,0.0
oop,0.0,0.0,0.0,0.0,1.0
öwe,0.0,1.0,0.0,0.0,0.0
xum,1.0,0.0,0.0,0.0,0.0
utz,0.06976744186046512,0.8372093023255814,0.05813953488372093,0.03488372093023256,0.0
aba,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
mot,0.02127659574468085,0.0851063829787234,0.7021276595744681,0.0,0.19148936170212766
äst,0.0,0.7,0.3,0.0,0.0
kup,1.0,0.0,0.0,0.0,0.0
bau,0.015748031496062992,0.968503937007874,0.015748031496062992,0.0,0.0
cad,1.0,0.0,0.0,0.0,0.0
try,0.9,0.0,0.0,0.0,0.1
jet,0.17647058823529413,0.0,0.011764705882352941,0.0,0.8117647058823529
nre,0.0,0.0,0.0,0.0,1.0
por,0.0,0.9864864864864865,0.013513513513513514,0.0,0.0
egs,1.0,0.0,0.0,0.0,0.0
lüß,0.0,0.0,1.0,0.0,0.0
röm,0.0,0.25,0.75,0.0,0.0
brf,1.0,0.0,0.0,0.0,0.0
pto,0.4766355140186916,0.0,0.0,0.0,0.5233644859813084
cam,0.7720588235294118,0.0,0.0,0.0,0.22794117647058823
äck,0.6231884057971014,0.15942028985507245,0.21739130434782608,0.0,0.0
vir,0.016129032258064516,0.9838709677419355,0.0,0.0,0.0
mde,0.27692307692307694,0.7076923076923077,0.0,0.0,0.015384615384615385
tun,0.6,0.2,0.0,0.0,0.2
rdo,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
mhz,1.0,0.0,0.0,0.0,0.0
yom,0.0,0.125,0.875,0.0,0.0
alb,0.08333333333333333,0.6666666666666666,0.25,0.0,0.0
ogg,0.0,1.0,0.0,0.0,0.0
yen,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857
bäs,0.0,0.0,1.0,0.0,0.0
örd,0.0,0.9074074074074074,0.037037037037037035,0.05555555555555555,0.0
430,1.0,0.0,0.0,0.0,0.0
kos,0.19230769230769232,0.23076923076923078,0.5769230769230769,0.0,0.0
sam,0.038461538461538464,0.8076923076923077,0.07692307692307693,0.038461538461538464,0.038461538461538464
nek,0.0,1.0,0.0,0.0,0.0
mak,0.2,0.2,0.0,0.0,0.6
eys,1.0,0.0,0.0,0.0,0.0
ism,0.02127659574468085,0.9787234042553191,0.0,0.0,0.0
iös,0.0,0.2,0.4,0.4,0.0
hef,0.0,0.00909090909090909,0.23636363636363636,0.0,0.7545454545454545
ütt,0.0,0.9423076923076923,0.057692307692307696,0.0,0.0
hmo,0.0,1.0,0.0,0.0,0.0
dng,0.0,0.0,0.0,0.0,1.0
d19,1.0,0.0,0.0,0.0,0.0
äer,0.8360655737704918,0.16393442622950818,0.0,0.0,0.0
ply,1.0,0.0,0.0,0.0,0.0
örs,0.0,0.29591836734693877,0.7040816326530612,0.0,0.0
oma,0.11650485436893204,0.8737864077669902,0.0,0.0,0.009708737864077669
mst,0.2,0.6,0.2,0.0,0.0
-30,1.0,0.0,0.0,0.0,0.0
nk-,1.0,0.0,0.0,0.0,0.0
dul,0.0,0.9074074074074074,0.07407407407407407,0.0,0.018518518518518517
ndy,0.4,0.0,0.0,0.0,0.6
dos,0.7407407407407407,0.2037037037037037,0.05555555555555555,0.0,0.0
rtl,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
oss,0.0625,0.9375,0.0,0.0,0.0
hil,0.0,0.0,1.0,0.0,0.0
urt,0.0,0.5098039215686274,0.39215686274509803,0.0,0.09803921568627451
hot,0.006711409395973154,0.08053691275167785,0.013422818791946308,0.0,0.8993288590604027
gan,0.0273972602739726,0.5068493150684932,0.1643835616438356,0.0,0.3013698630136986
wii,1.0,0.0,0.0,0.0,0.0
rda,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
eko,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
dle,0.8170731707317073,0.0,0.0,0.0,0.18292682926829268
aß,0.0,0.0,0.0,0.0,1.0
lex,0.07575757575757576,0.045454545454545456,0.8787878787878788,0.0,0.0
pat,0.03125,0.1875,0.59375,0.0,0.1875
fap,1.0,0.0,0.0,0.0,0.0
kit,0.12195121951219512,0.0,0.0,0.0,0.8780487804878049
egi,0.0,1.0,0.0,0.0,0.0
izt,0.0,1.0,0.0,0.0,0.0
tau,0.06818181818181818,0.13636363636363635,0.022727272727272728,0.0,0.7727272727272727
say,0.11538461538461539,0.0,0.0,0.0,0.8846153846153846
fis,1.0,0.0,0.0,0.0,0.0
fed,0.08333333333333333,0.16666666666666666,0.0,0.75,0.0
gig,0.08823529411764706,0.7352941176470589,0.08823529411764706,0.0,0.08823529411764706
ara,0.6875,0.0,0.0,0.0,0.3125
öde,0.0,1.0,0.0,0.0,0.0
aag,0.0,1.0,0.0,0.0,0.0
lpe,0.019801980198019802,0.9702970297029703,0.0,0.0,0.009900990099009901
chn,0.015625,0.953125,0.015625,0.015625,0.0
wck,0.0,0.0,1.0,0.0,0.0
sko,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0
osn,0.0,1.0,0.0,0.0,0.0
en2,1.0,0.0,0.0,0.0,0.0
opä,1.0,0.0,0.0,0.0,0.0
ots,0.9746835443037974,0.02531645569620253,0.0,0.0,0.0
suv,1.0,0.0,0.0,0.0,0.0
es3,1.0,0.0,0.0,0.0,0.0
lga,0.5,0.5,0.0,0.0,0.0
hör,0.0,0.7083333333333334,0.125,0.16666666666666666,0.0
man,0.104,0.264,0.608,0.0,0.024
vot,0.4,0.0,0.2,0.0,0.4
nly,1.0,0.0,0.0,0.0,0.0
mys,1.0,0.0,0.0,0.0,0.0
uga,1.0,0.0,0.0,0.0,0.0
oos,1.0,0.0,0.0,0.0,0.0
hts,1.0,0.0,0.0,0.0,0.0
säl,0.0,1.0,0.0,0.0,0.0
puß,0.0,0.0,1.0,0.0,0.0
uem,0.0,0.5384615384615384,0.46153846153846156,0.0,0.0
lüt,0.0,0.8870967741935484,0.11290322580645161,0.0,0.0
fin,0.2571428571428571,0.22857142857142856,0.0,0.0,0.5142857142857142
